Boarding_House_ID,Location,Room_Type,Price (LKR),Availability,Amenities,Ratings,Proximity_to_Landmark,Query
BD662,Battaramulla,Single,14905,Available,"Wi-Fi, Air Conditioning, Parking, Laundry, Pet-Friendly",1.5,9.6,Are there any boarding houses near Battaramulla?
BD663,Rajagiriya,Single,10446,Available,"Wi-Fi, Gym, Parking",1.4,8.1,Are there any boarding houses near Colombo?
BD664,Colombo 3,Shared,13693,Occupied,"Gym, Wi-Fi, Air Conditioning",2,3.3,Show me boarding houses with a rating of 1 stars.
BD665,Maharagama,Single,10229,Available,"Air Conditioning, Laundry, Gym",4.9,3,Are there any boarding houses near Kaduwela?
BD666,Wellawatte,Shared,11370,Occupied,"Wi-Fi, Gym, Pool, Laundry, Parking",2.9,4.5,Find a boarding house with Gym and Study/Workspace.
BD667,Wattala,Double,10380,Available,"Parking, Pet-Friendly, Wi-Fi, Gym",2.2,0.6,Show me boarding houses with a rating of 5 stars.
BD668,Kolonnawa,Double,12980,Occupied,"Gym, Laundry, Parking, Pool, Wi-Fi",3.4,4.9,Find a boarding house with Wi-Fi and Parking.
BD669,Pelawatte,Shared,12825,Occupied,"Air Conditioning, Pool, Laundry, Gym, Pet-Friendly",2.8,8,Show me boarding houses with a rating of 1 stars.
BD670,Colombo 5,Single,10060,Occupied,"Pool, Air Conditioning, Pet-Friendly, Gym",1.2,9,Are there any boarding houses near Colombo?
BD671,Pelawatte,Single,14457,Available,"Wi-Fi, Pet-Friendly",4.6,7.5,Find a boarding house with Parking and Kitchen.
BD672,Kaduwela,Double,11295,Occupied,"Pool, Pet-Friendly, Air Conditioning, Parking",1.5,0.8,Find a boarding house with Wi-Fi and Wi-Fi.
BD673,Kohuwala,Single,12490,Available,"Parking, Air Conditioning, Laundry",1.8,8.3,Are there any boarding houses near Pittugala?
BD674,Colombo 5,Shared,10502,Available,"Pool, Wi-Fi, Laundry, Pet-Friendly",2.9,9.5,Are there any boarding houses near Thalahena?
BD675,Hokandara,Double,14091,Available,"Air Conditioning, Pet-Friendly, Wi-Fi",3.9,3,Show me boarding houses with a rating of 2 stars.
BD676,Ethul Kotte,Shared,10137,Occupied,"Air Conditioning, Pool",1.4,9.5,Find a boarding house with Study/Workspace and Laundry.
BD677,Nugegoda,Shared,8336,Available,"Parking, Wi-Fi, Laundry, Pet-Friendly, Pool",2.5,0.7,Find a boarding house with Study/Workspace and Laundry.
BD678,Maharagama,Single,12205,Occupied,"Laundry, Pet-Friendly, Pool, Gym, Parking",4.7,5.7,Are there any boarding houses near Colombo 3?
BD679,Mount Lavinia,Shared,9854,Available,"Laundry, Parking, Gym, Air Conditioning, Wi-Fi",4.7,1.8,Show me boarding houses with a rating of 1 stars.
BD680,Dehiwala,Shared,10555,Available,"Air Conditioning, Parking",3.7,4,Show me boarding houses with a rating of 2 stars.
BD681,Moratuwa,Single,13848,Occupied,"Parking, Air Conditioning, Pool, Gym, Laundry",3.2,8.9,Are there any boarding houses near Mount Lavinia?
BD682,Kaduwela,Double,8082,Occupied,"Parking, Gym, Pet-Friendly",2.9,9.2,Show me boarding houses with a rating of 3 stars.
BD683,Colombo 2,Double,8903,Available,"Wi-Fi, Pet-Friendly, Air Conditioning",3.4,9,Find a boarding house with Study/Workspace and Attach Bathroom.
BD684,Angoda,Double,10905,Available,"Wi-Fi, Pool, Gym",2.7,7.2,Are there any boarding houses near Biyagama?
BD685,Colombo 7,Double,11040,Occupied,"Parking, Pool, Gym, Wi-Fi",2.7,4.6,Show me boarding houses with a rating of 1 stars.
BD686,Piliyandala,Shared,8806,Available,"Pet-Friendly, Laundry, Air Conditioning, Wi-Fi, Gym",4.9,6.8,Are there any boarding houses near Mount Lavinia?
BD687,Kalubowila,Double,11701,Available,"Pool, Pet-Friendly, Parking",4.6,7.7,Show me boarding houses with a rating of 3 stars.
BD688,Wellawatte,Double,8519,Available,"Pet-Friendly, Parking, Wi-Fi, Laundry, Pool",4.6,2.4,Show me boarding houses with a rating of 1 stars.
BD689,Battaramulla,Double,9077,Available,"Pet-Friendly, Gym, Wi-Fi, Parking",1.7,2,Are there any boarding houses near Weliwita?
BD690,Colombo 3,Single,11859,Occupied,"Parking, Gym",4.9,5.4,Find a boarding house with Laundry and Gym.
BD691,Malabe,Double,8295,Available,"Parking, Gym, Laundry, Air Conditioning, Wi-Fi",4.5,9.6,Are there any boarding houses near Thalahena?
BD692,Colombo 2,Double,9360,Occupied,"Wi-Fi, Laundry, Gym, Parking, Pool",3.1,1.1,Are there any boarding houses near NSBM?
BD693,Thimbirigasyaya,Shared,13137,Occupied,"Air Conditioning, Parking, Wi-Fi, Laundry, Gym",1.3,3.9,Find a boarding house with Gym and Kitchen.
BD694,Kiribathgoda,Shared,10137,Occupied,"Laundry, Parking, Pet-Friendly, Wi-Fi",4,7.5,Show me boarding houses with a rating of 2 stars.
BD695,Kalubowila,Single,8897,Occupied,"Gym, Laundry, Parking, Air Conditioning, Wi-Fi",3.4,2.7,Are there any boarding houses near Horizon Campus?
BD696,Dehiwala,Double,14217,Available,"Wi-Fi, Parking",3.6,2.3,Show me boarding houses with a rating of 2 stars.
BD697,Nugegoda,Double,10094,Occupied,"Air Conditioning, Pet-Friendly, Gym, Pool",4.2,7.7,Show me boarding houses with a rating of 4 stars.
BD698,Kiribathgoda,Shared,8256,Occupied,"Pool, Air Conditioning",2.7,2.6,Are there any boarding houses near SLIIT University?
BD699,Pannipitiya,Double,13759,Occupied,"Wi-Fi, Pool, Parking, Air Conditioning",4.9,9.2,Find a boarding house with Parking and Laundry.
BD700,Moratuwa,Shared,11890,Occupied,"Air Conditioning, Pet-Friendly",4.1,3.7,Are there any boarding houses near Colombo 3?
BD701,Homagama,Shared,13993,Available,"Parking, Gym, Laundry",3.5,7.5,Show me boarding houses with a rating of 4 stars.
BD702,Ratmalana,Double,11673,Occupied,"Air Conditioning, Gym, Parking",1.1,6.7,Are there any boarding houses near SLIIT University?
BD703,Pannipitiya,Double,12471,Available,"Pool, Gym, Laundry",2.7,4.4,Find a boarding house with Gym and Parking.
BD704,Thalawathugoda,Double,8573,Available,"Laundry, Gym, Air Conditioning, Parking, Wi-Fi",2.4,1.9,Find a boarding house with Attach Bathroom and Gym.
BD705,Moratuwa,Shared,12351,Occupied,"Air Conditioning, Parking, Pet-Friendly, Laundry",3.4,7.6,Find a boarding house with Attach Bathroom and Wi-Fi.
BD706,Homagama,Single,11645,Available,"Laundry, Parking",4.3,1.6,Find a boarding house with Parking and Study/Workspace.
BD707,Battaramulla,Shared,13511,Occupied,"Pet-Friendly, Laundry, Pool, Parking, Air Conditioning",1.7,3.5,Show me boarding houses with a rating of 2 stars.
BD708,Colombo 1,Shared,14609,Available,"Laundry, Pool, Wi-Fi, Pet-Friendly, Air Conditioning",2.1,1.5,Find a boarding house with Laundry and Wi-Fi.
BD709,Colombo 8,Single,11466,Available,"Gym, Parking, Air Conditioning",1.8,4.5,Find a boarding house with Air Conditioning and Attach Bathroom.
BD710,Maharagama,Shared,14935,Occupied,"Wi-Fi, Pet-Friendly",3.2,7.8,Show me boarding houses with a rating of 3 stars.
BD711,Narahenpita,Single,13767,Available,"Parking, Pet-Friendly, Laundry",4.5,4.8,Find a boarding house with Air Conditioning and Wi-Fi.
BD712,Maharagama,Shared,9426,Occupied,"Laundry, Wi-Fi",3.4,6.6,Show me boarding houses with a rating of 4 stars.
BD713,Kesbewa,Shared,8111,Available,"Wi-Fi, Gym, Pool",2.9,4.8,Are there any boarding houses near Colombo 2?
BD714,Mount Lavinia,Single,9086,Available,"Air Conditioning, Pool, Gym, Pet-Friendly",2.7,3.8,Find a boarding house with Wi-Fi and Air Conditioning.
BD715,Dehiwala,Single,11149,Occupied,"Gym, Pet-Friendly, Air Conditioning, Laundry, Pool",4.2,1.9,Are there any boarding houses near NSBM?
BD716,Colombo 5,Single,13136,Available,"Pool, Air Conditioning",5,1.9,Show me boarding houses with a rating of 3 stars.
BD717,Colombo 3,Shared,9711,Occupied,"Gym, Pool, Parking",4.3,2.3,Find a boarding house with Parking and Study/Workspace.
BD718,Colombo 5,Shared,8949,Available,"Air Conditioning, Gym, Pet-Friendly, Pool, Parking",1.2,2,Find a boarding house with Wi-Fi and Gym.
BD719,Battaramulla,Double,13171,Available,"Laundry, Pet-Friendly, Pool",3.6,5.3,Find a boarding house with Parking and Gym.
BD720,Battaramulla,Double,14148,Occupied,"Pool, Laundry, Pet-Friendly, Parking, Gym",1.1,9.6,Find a boarding house with Air Conditioning and Laundry.
BD721,Colombo 3,Double,12277,Occupied,"Pool, Parking, Wi-Fi",3.7,9.8,Show me boarding houses with a rating of 2 stars.
BD722,Colombo 6,Shared,9401,Occupied,"Wi-Fi, Air Conditioning, Pool, Laundry",1.1,8.7,Are there any boarding houses near Mount Lavinia?
BD723,Borella,Double,9207,Occupied,"Wi-Fi, Parking, Pool, Air Conditioning",1.4,4.6,Show me boarding houses with a rating of 3 stars.
BD724,Colombo 3,Shared,14718,Occupied,"Air Conditioning, Wi-Fi, Pool, Laundry",1.2,1.5,Show me boarding houses with a rating of 5 stars.
BD725,Nawala,Single,11827,Occupied,"Gym, Parking, Pet-Friendly, Air Conditioning, Laundry",3.3,0.6,Find a boarding house with Attach Bathroom and Kitchen.
BD726,Hokandara,Shared,13871,Occupied,"Pool, Wi-Fi, Laundry, Gym",1.8,6,Find a boarding house with Parking and Attach Bathroom.
BD727,Attidiya,Double,11918,Occupied,"Gym, Parking, Laundry",4.3,1.7,Show me boarding houses with a rating of 3 stars.
BD728,Malabe,Single,8008,Available,"Air Conditioning, Laundry, Gym, Parking, Pool",1.7,4.6,Find a boarding house with Air Conditioning and Wi-Fi.
BD729,Pelawatte,Single,12185,Occupied,"Gym, Laundry, Parking",4.7,6.6,Show me boarding houses with a rating of 4 stars.
BD730,Hokandara,Shared,13117,Occupied,"Parking, Wi-Fi, Pet-Friendly, Laundry, Gym",4,9.1,Show me boarding houses with a rating of 2 stars.
BD731,Kalubowila,Single,10011,Occupied,"Gym, Laundry, Air Conditioning, Wi-Fi",1.9,6.2,Find a boarding house with Laundry and Study/Workspace.
BD732,Kotte,Double,10003,Available,"Pool, Pet-Friendly, Wi-Fi",1.1,1.3,Show me boarding houses with a rating of 2 stars.
BD733,Kaduwela,Shared,9484,Available,"Wi-Fi, Parking, Pet-Friendly",1.7,7.9,Show me boarding houses with a rating of 2 stars.
BD734,Kolonnawa,Shared,8222,Available,"Air Conditioning, Pet-Friendly, Gym, Parking",2.4,5.5,Are there any boarding houses near Horizon Campus?
BD735,Colombo 8,Double,14589,Available,"Laundry, Pet-Friendly, Air Conditioning",4.3,7.2,Are there any boarding houses near Biyagama?
BD736,Malabe,Double,12888,Occupied,"Pool, Parking, Air Conditioning",1.5,4.5,Show me boarding houses with a rating of 2 stars.
BD737,Kohuwala,Double,13615,Available,"Gym, Pool, Laundry, Air Conditioning",3.9,3.5,Are there any boarding houses near Biyagama?
BD738,Colombo 7,Double,11622,Available,"Laundry, Wi-Fi",4.9,0.7,Are there any boarding houses near Mount Lavinia?
BD739,Colombo 9,Double,8300,Available,"Parking, Pet-Friendly, Pool, Laundry, Air Conditioning",1.6,7.4,Are there any boarding houses near Battaramulla?
BD740,Thimbirigasyaya,Shared,12849,Occupied,"Air Conditioning, Pool, Pet-Friendly",3.8,2.4,Are there any boarding houses near Battaramulla?
BD741,Kalubowila,Double,13282,Occupied,"Gym, Air Conditioning, Pool",3,2.2,Show me boarding houses with a rating of 2 stars.
BD742,Homagama,Shared,14529,Occupied,"Pool, Air Conditioning, Pet-Friendly, Parking",1.5,2.6,Find a boarding house with Wi-Fi and Wi-Fi.
BD743,Kelaniya,Double,9272,Available,"Pool, Parking, Gym, Laundry",3,5.8,Are there any boarding houses near Mount Lavinia?
BD744,Colombo 8,Single,8991,Occupied,"Parking, Air Conditioning, Pet-Friendly, Pool, Laundry",4,6.5,Are there any boarding houses near Colombo 2?
BD745,Colombo 2,Single,8313,Available,"Wi-Fi, Pet-Friendly, Air Conditioning, Laundry, Gym",2.3,3.8,Are there any boarding houses near Battaramulla?
BD746,Kohuwala,Double,10428,Occupied,"Parking, Air Conditioning, Pool",2.1,2.4,Are there any boarding houses near Angoda?
BD747,Colombo 7,Double,8982,Available,"Wi-Fi, Pet-Friendly, Laundry, Gym, Parking",4.2,9.4,Show me boarding houses with a rating of 2 stars.
BD748,Wellawatte,Double,13771,Occupied,"Laundry, Pool, Wi-Fi, Parking, Pet-Friendly",3.1,1.5,Are there any boarding houses near Biyagama?
BD749,Kohuwala,Single,13503,Available,"Gym, Air Conditioning, Pool",3.5,2.3,Show me boarding houses with a rating of 1 stars.
BD750,Kirulapone,Single,12368,Available,"Parking, Pool, Wi-Fi",4.1,6.6,Find a boarding house with Kitchen and Air Conditioning.
BD751,Ratmalana,Double,14685,Occupied,"Pet-Friendly, Parking, Laundry",1.8,4.6,Show me boarding houses with a rating of 4 stars.
BD752,Kiribathgoda,Double,14430,Available,"Pet-Friendly, Wi-Fi",4,8,Show me boarding houses with a rating of 4 stars.
BD753,Thalawathugoda,Double,11582,Occupied,"Gym, Parking, Pool",2.6,6.6,Find a boarding house with Air Conditioning and Study/Workspace.
BD754,Attidiya,Double,10639,Occupied,"Pool, Gym",3.5,8.6,Find a boarding house with Study/Workspace and Parking.
BD755,Wattala,Double,14330,Occupied,"Laundry, Air Conditioning",1.9,0.7,Are there any boarding houses near Weliwita?
BD756,Narahenpita,Single,14586,Occupied,"Gym, Parking, Pool",4.9,9.7,Find a boarding house with Parking and Gym.
BD757,Wattala,Double,14877,Occupied,"Gym, Wi-Fi, Pool, Air Conditioning, Laundry",4.9,2,Show me boarding houses with a rating of 5 stars.
BD758,Piliyandala,Shared,8784,Occupied,"Parking, Pool, Gym, Pet-Friendly",1.8,2.2,Are there any boarding houses near Colombo 1?
BD759,Kirulapone,Double,14561,Occupied,"Gym, Pool",2.4,4.6,Show me boarding houses with a rating of 4 stars.
BD760,Hokandara,Single,12328,Occupied,"Air Conditioning, Parking",3.1,9.3,Find a boarding house with Air Conditioning and Air Conditioning.
BD761,Mount Lavinia,Shared,13430,Available,"Pet-Friendly, Parking",4.9,6.5,Show me boarding houses with a rating of 3 stars.
BD762,Kiribathgoda,Shared,11984,Available,"Pet-Friendly, Laundry, Gym, Pool",2.1,6.7,Are there any boarding houses near Horizon Campus?
BD763,Kiribathgoda,Shared,11801,Available,"Gym, Parking",2.7,5.2,Find a boarding house with Attach Bathroom and Kitchen.
BD764,Kalubowila,Double,14439,Available,"Gym, Pet-Friendly, Parking",4.1,9.8,Find a boarding house with Study/Workspace and Air Conditioning.
BD765,Kesbewa,Single,9543,Occupied,"Wi-Fi, Pool, Laundry, Parking",4.1,5,Are there any boarding houses near Colombo?
BD766,Homagama,Single,13143,Available,"Wi-Fi, Laundry, Gym, Air Conditioning, Parking",4.6,2.6,Are there any boarding houses near Angoda?
BD767,Kirulapone,Shared,11888,Available,"Parking, Wi-Fi, Gym, Air Conditioning",3.7,2.4,Are there any boarding houses near Colombo 2?
BD768,Kaduwela,Double,11081,Available,"Pool, Air Conditioning, Pet-Friendly, Wi-Fi, Gym",2.6,4.2,Find a boarding house with Gym and Study/Workspace.
BD769,Colombo 2,Shared,10473,Available,"Pet-Friendly, Laundry",2.4,7.2,Find a boarding house with Wi-Fi and Laundry.
BD770,Kolonnawa,Double,14374,Available,"Parking, Wi-Fi",4.9,3.2,Show me boarding houses with a rating of 5 stars.
BD771,Talangama,Double,9756,Available,"Pet-Friendly, Air Conditioning",1.2,9.9,Are there any boarding houses near Colombo 1?
BD772,Pelawatte,Single,12511,Available,"Pet-Friendly, Wi-Fi, Parking, Gym",3.7,4.1,Are there any boarding houses near Horizon Campus?
BD773,Homagama,Double,8172,Occupied,"Laundry, Parking",1.2,9.3,Find a boarding house with Parking and Study/Workspace.
BD774,Kesbewa,Double,12487,Available,"Laundry, Pet-Friendly, Parking, Pool, Wi-Fi",4.1,9.2,Show me boarding houses with a rating of 5 stars.
BD775,Attidiya,Double,14271,Available,"Air Conditioning, Laundry, Pool, Pet-Friendly",3.6,9.6,Show me boarding houses with a rating of 1 stars.
BD776,Talangama,Single,13757,Available,"Wi-Fi, Pool, Air Conditioning, Laundry",3.2,1.6,Show me boarding houses with a rating of 4 stars.
BD777,Colombo 3,Shared,11785,Available,"Parking, Gym, Wi-Fi, Pool, Pet-Friendly",2.8,0.8,Are there any boarding houses near Kotte?
BD778,Thimbirigasyaya,Shared,8258,Occupied,"Parking, Laundry, Wi-Fi, Pet-Friendly, Pool",1.5,1.9,Find a boarding house with Wi-Fi and Laundry.
BD779,Maharagama,Shared,14887,Available,"Pet-Friendly, Air Conditioning, Wi-Fi, Parking, Laundry",4.2,2.9,Find a boarding house with Attach Bathroom and Laundry.
BD780,Nawala,Double,9616,Occupied,"Pool, Pet-Friendly, Air Conditioning, Gym",1.7,8.8,Find a boarding house with Attach Bathroom and Kitchen.
BD781,Kalubowila,Double,13421,Available,"Pool, Pet-Friendly, Gym",3.9,7,Show me boarding houses with a rating of 4 stars.
BD782,Mount Lavinia,Single,13435,Occupied,"Pool, Pet-Friendly, Parking, Air Conditioning",1.1,1.7,Show me boarding houses with a rating of 2 stars.
BD783,Talangama,Single,8656,Available,"Air Conditioning, Pool, Laundry",1.3,6.7,Find a boarding house with Air Conditioning and Kitchen.
BD784,Malabe,Single,13518,Occupied,"Air Conditioning, Laundry",3.8,8.9,Find a boarding house with Wi-Fi and Study/Workspace.
BD785,Angoda,Shared,9860,Available,"Laundry, Pool, Gym, Air Conditioning, Pet-Friendly",3.1,9.6,Are there any boarding houses near NSBM?
BD786,Maharagama,Double,11699,Occupied,"Gym, Parking, Pool",3,9.8,Find a boarding house with Study/Workspace and Wi-Fi.
BD787,Kesbewa,Double,14405,Available,"Pet-Friendly, Air Conditioning, Parking, Wi-Fi, Pool",4.7,7.9,Show me boarding houses with a rating of 4 stars.
BD788,Ethul Kotte,Double,9017,Available,"Gym, Laundry, Pool",4.1,2.2,Find a boarding house with Study/Workspace and Air Conditioning.
BD789,Pelawatte,Double,9612,Occupied,"Parking, Air Conditioning, Pet-Friendly, Wi-Fi",3.7,8.4,Are there any boarding houses near Kaduwela?
BD790,Moratuwa,Single,14620,Occupied,"Gym, Pool",2.8,6.9,Are there any boarding houses near Thalahena?
BD791,Pannipitiya,Shared,10211,Available,"Pool, Gym, Pet-Friendly, Wi-Fi, Parking",4.7,5.3,Are there any boarding houses near SLIIT University?
BD792,Kiribathgoda,Shared,12663,Occupied,"Parking, Gym",3.8,1.1,Show me boarding houses with a rating of 5 stars.
BD793,Moratuwa,Shared,12568,Available,"Pet-Friendly, Laundry, Parking",4.1,6.7,Show me boarding houses with a rating of 5 stars.
BD794,Narahenpita,Single,11983,Available,"Pool, Laundry, Parking, Gym",3.5,8.1,Are there any boarding houses near Mount Lavinia?
BD795,Colombo 6,Single,10249,Available,"Parking, Pet-Friendly, Wi-Fi, Air Conditioning, Pool",3.6,5.9,Are there any boarding houses near Angoda?
BD796,Dehiwala,Single,8005,Available,"Laundry, Gym, Parking, Pet-Friendly, Air Conditioning",3.4,4.9,Find a boarding house with Study/Workspace and Air Conditioning.
BD797,Wellawatte,Shared,13589,Available,"Parking, Wi-Fi, Laundry, Pet-Friendly",2.3,5.7,Show me boarding houses with a rating of 5 stars.
BD798,Malabe,Shared,11232,Occupied,"Pool, Laundry, Gym, Wi-Fi, Pet-Friendly",2.1,5.3,Find a boarding house with Laundry and Parking.
BD799,Angoda,Single,12485,Available,"Laundry, Wi-Fi, Pet-Friendly, Air Conditioning, Parking",4.7,5.4,Are there any boarding houses near Malabe?
BD800,Colombo 6,Shared,8827,Available,"Air Conditioning, Wi-Fi, Gym, Laundry, Pool",4,5.4,Are there any boarding houses near Angoda?
BD801,Narahenpita,Shared,13344,Occupied,"Laundry, Air Conditioning",1.8,3.9,Find a boarding house with Gym and Study/Workspace.
BD802,Ethul Kotte,Single,10418,Available,"Laundry, Wi-Fi, Pool",4.9,5.5,Show me boarding houses with a rating of 5 stars.
BD803,Attidiya,Double,13141,Occupied,"Pool, Wi-Fi, Pet-Friendly",4.7,6.5,Show me boarding houses with a rating of 1 stars.
BD804,Colombo 8,Double,9714,Occupied,"Air Conditioning, Pool",3.3,2.9,Are there any boarding houses near Kotte?
BD805,Rajagiriya,Single,14181,Available,"Air Conditioning, Pet-Friendly, Wi-Fi, Laundry, Parking",2,5,Show me boarding houses with a rating of 2 stars.
BD806,Piliyandala,Shared,11454,Occupied,"Gym, Pool",4.4,8.4,Show me boarding houses with a rating of 3 stars.
